claimed_expenses,wire_transfer,month,total_expenses,type,id,name
724500,203351,46,720400,D,79,PETRAROLI Cosimo
815890,141448,45,810900,D,79,PETRAROLI Cosimo
704600,313559,44,704600,D,79,PETRAROLI Cosimo
733207,215332,43,730100,D,79,PETRAROLI Cosimo
835825,141448,42,831200,D,79,PETRAROLI Cosimo
786383,169320,41,784800,D,79,PETRAROLI Cosimo
647750,304228,40,645900,D,79,PETRAROLI Cosimo
825183,141448,39,823600,D,79,PETRAROLI Cosimo
687400,191912,38,687000,D,79,PETRAROLI Cosimo
986420,191282,37,985270,D,79,PETRAROLI Cosimo
886550,178618,36,885600,D,79,PETRAROLI Cosimo
685480,244902,35,684200,D,79,PETRAROLI Cosimo
802430,269471,34,800800,D,79,PETRAROLI Cosimo
678199,278342,33,674320,D,79,PETRAROLI Cosimo
463617,168268,32,459739,D,79,PETRAROLI Cosimo
741550,290796,31,741000,D,79,PETRAROLI Cosimo
656935,301662,30,655700,D,79,PETRAROLI Cosimo
710249,164390,29,707150,D,79,PETRAROLI Cosimo
799365,306031,28,798785,D,79,PETRAROLI Cosimo
955826,164390,27,952626,D,79,PETRAROLI Cosimo
774959,259924,26,771350,D,79,PETRAROLI Cosimo
757688,286020,25,757688,D,79,PETRAROLI Cosimo
660050,301002,24,659350,D,79,PETRAROLI Cosimo
735692,252524,23,732222,D,79,PETRAROLI Cosimo
835703,383997,22,833255,D,79,PETRAROLI Cosimo
721498,249386,21,717878,D,79,PETRAROLI Cosimo
550178,372392,20,550178,D,79,PETRAROLI Cosimo
783412,168245,19,780792,D,79,PETRAROLI Cosimo
742720,168545,18,740000,D,79,PETRAROLI Cosimo
785500,192989,17,778500,D,79,PETRAROLI Cosimo
888420,496245,16,885700,D,79,PETRAROLI Cosimo
635428,217828,15,633528,D,79,PETRAROLI Cosimo
725088,362022,14,720928,D,79,PETRAROLI Cosimo
1109706,800913,13,1103456,D,79,PETRAROLI Cosimo
640178,214225,12,640178,D,79,PETRAROLI Cosimo
687848,200979,11,687848,D,79,PETRAROLI Cosimo
583258,321369,10,583258,D,79,PETRAROLI Cosimo
490618,366009,9,490618,D,79,PETRAROLI Cosimo
439828,400299,8,439828,D,79,PETRAROLI Cosimo
555698,261129,7,555698,D,79,PETRAROLI Cosimo
685146,214009,6,685146,D,79,PETRAROLI Cosimo
0,350584,5,0,D,79,PETRAROLI Cosimo
0,558746,4,0,D,79,PETRAROLI Cosimo
,,60,,D,78,PESCO Daniele
,,59,,D,78,PESCO Daniele
742083,236597,58,732713,D,78,PESCO Daniele
919195,194767,53,911226,D,78,PESCO Daniele
723667,194766,57,710111,D,78,PESCO Daniele
678066,231472,51,670095,D,78,PESCO Daniele
551279,353243,50,547946,D,78,PESCO Daniele
775838,194767,54,767494,D,78,PESCO Daniele
1027438,194767,55,1014919,D,78,PESCO Daniele
631504,194767,56,631504,D,78,PESCO Daniele
791193,786224,52,780208,D,78,PESCO Daniele
605342,598521,49,603143,D,78,PESCO Daniele
439499,198610,48,433699,D,78,PESCO Daniele
460847,357745,47,454630,D,78,PESCO Daniele
665876,468893,46,662485,D,78,PESCO Daniele
586657,386619,45,579763,D,78,PESCO Daniele
525199,397935,44,525199,D,78,PESCO Daniele
608141,424878,43,599298,D,78,PESCO Daniele
574651,344428,42,565567,D,78,PESCO Daniele
628885,353152,41,625101,D,78,PESCO Daniele
760395,486662,40,749723,D,78,PESCO Daniele
570052,351658,39,563981,D,78,PESCO Daniele
577442,385984,38,572161,D,78,PESCO Daniele
566974,638177,37,562625,D,78,PESCO Daniele
633259,312576,36,627390,D,78,PESCO Daniele
552492,347700,35,546955,D,78,PESCO Daniele
598744,659436,34,594812,D,78,PESCO Daniele
522390,393864,33,509495,D,78,PESCO Daniele
486070,233770,32,486070,D,78,PESCO Daniele
597087,614594,31,592222,D,78,PESCO Daniele
515748,372773,30,509570,D,78,PESCO Daniele
719542,347104,29,715281,D,78,PESCO Daniele
541953,1903593,28,533564,D,78,PESCO Daniele
520480,361742,27,508450,D,78,PESCO Daniele
543107,380936,26,534655,D,78,PESCO Daniele
561933,676858,25,554907,D,78,PESCO Daniele
493217,363232,24,487315,D,78,PESCO Daniele
550010,344366,23,542909,D,78,PESCO Daniele
687365,558031,22,682133,D,78,PESCO Daniele
579852,392013,21,566507,D,78,PESCO Daniele
489115,284885,20,489115,D,78,PESCO Daniele
518412,493687,19,514372,D,78,PESCO Daniele
218970,193472,18,216270,D,78,PESCO Daniele
199828,336565,17,195158,D,78,PESCO Daniele
241196,1087553,16,224456,D,78,PESCO Daniele
510522,293705,15,498112,D,78,PESCO Daniele
443987,531608,14,433467,D,78,PESCO Daniele
459309,1581000,13,452959,D,78,PESCO Daniele
445750,358891,12,445750,D,78,PESCO Daniele
449390,345751,11,449390,D,78,PESCO Daniele
468280,332971,10,468280,D,78,PESCO Daniele
471927,334764,9,471927,D,78,PESCO Daniele
407734,393492,8,407734,D,78,PESCO Daniele
578361,218080,7,578361,D,78,PESCO Daniele
455392,342849,6,455392,D,78,PESCO Daniele
582430,392721,5,582430,D,78,PESCO Daniele
163922,987285,4,163922,D,78,PESCO Daniele
706739,197888,60,701325,D,77,PARENTELA Paolo
838642,170208,54,828340,D,77,PARENTELA Paolo
709327,170208,55,707277,D,77,PARENTELA Paolo
654727,221771,59,647846,D,77,PARENTELA Paolo
830001,170208,53,824258,D,77,PARENTELA Paolo
705282,170208,56,705282,D,77,PARENTELA Paolo
991030,598660,52,983571,D,77,PARENTELA Paolo
751227,170208,57,743276,D,77,PARENTELA Paolo
883821,208943,58,880007,D,77,PARENTELA Paolo
1030400,98470,51,1024670,D,77,PARENTELA Paolo
690042,202889,50,686924,D,77,PARENTELA Paolo
611378,202888,49,607085,D,77,PARENTELA Paolo
764354,202888,48,760812,D,77,PARENTELA Paolo
708922,175196,47,702463,D,77,PARENTELA Paolo
822471,175208,46,815923,D,77,PARENTELA Paolo
856454,175208,45,848157,D,77,PARENTELA Paolo
613891,175208,44,613891,D,77,PARENTELA Paolo
873294,175208,43,868662,D,77,PARENTELA Paolo
724129,175208,42,719620,D,77,PARENTELA Paolo
625561,170208,41,619868,D,77,PARENTELA Paolo
1229595,170208,40,1220279,D,77,PARENTELA Paolo
820249,201987,39,812405,D,77,PARENTELA Paolo
805576,284324,38,796329,D,77,PARENTELA Paolo
761530,202888,37,748262,D,77,PARENTELA Paolo
829045,190238,36,816930,D,77,PARENTELA Paolo
761943,176294,35,746397,D,77,PARENTELA Paolo
923017,258064,34,913618,D,77,PARENTELA Paolo
726445,198372,33,709171,D,77,PARENTELA Paolo
687490,174174,32,687490,D,77,PARENTELA Paolo
782798,248282,31,779002,D,77,PARENTELA Paolo
694148,199337,30,688099,D,77,PARENTELA Paolo
803296,187395,29,794713,D,77,PARENTELA Paolo
881433,740981,28,873545,D,77,PARENTELA Paolo
937195,177456,27,928942,D,77,PARENTELA Paolo
613259,306587,26,604814,D,77,PARENTELA Paolo
741676,398116,25,738136,D,77,PARENTELA Paolo
928420,267530,24,918747,D,77,PARENTELA Paolo
887436,272314,23,877219,D,77,PARENTELA Paolo
564438,543938,22,555433,D,77,PARENTELA Paolo
585754,63739,21,572606,D,77,PARENTELA Paolo
467287,313628,20,467287,D,77,PARENTELA Paolo
545048,405638,19,539968,D,77,PARENTELA Paolo
559261,172704,18,557191,D,77,PARENTELA Paolo
567400,271895,17,564880,D,77,PARENTELA Paolo
728038,1642570,16,718538,D,77,PARENTELA Paolo
736242,172704,15,727002,D,77,PARENTELA Paolo
523111,489981,14,513511,D,77,PARENTELA Paolo
489373,1122935,13,477193,D,77,PARENTELA Paolo
456158,343541,12,456158,D,77,PARENTELA Paolo
476660,328039,11,476660,D,77,PARENTELA Paolo
502213,319679,10,502213,D,77,PARENTELA Paolo
492903,306796,9,492903,D,77,PARENTELA Paolo
411470,405334,8,411470,D,77,PARENTELA Paolo
481888,328011,7,481888,D,77,PARENTELA Paolo
470848,328851,6,470848,D,77,PARENTELA Paolo
521005,348594,5,521005,D,77,PARENTELA Paolo
739414,448102,4,739414,D,77,PARENTELA Paolo
898008,206927,60,898008,S,147,PAGLINI SARA
968999,192055,59,968999,S,147,PAGLINI SARA
925199,209154,58,925199,S,147,PAGLINI SARA
801145,315000,54,801145,S,147,PAGLINI SARA
858520,236490,52,858520,S,147,PAGLINI SARA
908099,317160,56,908099,S,147,PAGLINI SARA
494009,260820,55,494009,S,147,PAGLINI SARA
1007649,300680,57,1007649,S,147,PAGLINI SARA
925746,204500,53,925746,S,147,PAGLINI SARA
805213,268570,51,805213,S,147,PAGLINI SARA
845444,301763,50,845444,S,147,PAGLINI SARA
926541,232678,49,926541,S,147,PAGLINI SARA
784349,222190,48,784349,S,147,PAGLINI SARA
921633,193034,47,921633,S,147,PAGLINI SARA
770799,349500,46,770799,S,147,PAGLINI SARA
872081,230998,45,872081,S,147,PAGLINI SARA
691007,435047,44,691007,S,147,PAGLINI SARA
884723,216941,43,884723,S,147,PAGLINI SARA
787120,322159,42,787120,S,147,PAGLINI SARA
823742,315340,41,823742,S,147,PAGLINI SARA
861412,204449,40,861412,S,147,PAGLINI SARA
979478,193054,39,979478,S,147,PAGLINI SARA
777279,301464,38,777279,S,147,PAGLINI SARA
752876,212427,37,746876,S,147,PAGLINI SARA
1126110,206927,36,1126110,S,147,PAGLINI SARA
1043309,192904,35,1043309,S,147,PAGLINI SARA
889667,299222,34,889667,S,147,PAGLINI SARA
849932,332032,33,849932,S,147,PAGLINI SARA
823849,439215,32,823849,S,147,PAGLINI SARA
950583,365496,31,950583,S,147,PAGLINI SARA
885597,343247,30,885597,S,147,PAGLINI SARA
799912,291117,29,799912,S,147,PAGLINI SARA
806001,248778,28,801001,S,147,PAGLINI SARA
794162,176979,27,794162,S,147,PAGLINI SARA
995671,203089,26,995671,S,147,PAGLINI SARA
913803,203089,25,913803,S,147,PAGLINI SARA
961545,191089,24,961545,S,147,PAGLINI SARA
987177,181005,23,987177,S,147,PAGLINI SARA
933593,178723,22,933593,S,147,PAGLINI SARA
669932,178823,21,669932,S,147,PAGLINI SARA
652882,178723,20,652882,S,147,PAGLINI SARA
794820,178823,19,794820,S,147,PAGLINI SARA
1376579,178723,18,1376579,S,147,PAGLINI SARA
1000754,178823,17,1000754,S,147,PAGLINI SARA
789293,159123,16,770693,S,147,PAGLINI SARA
1002383,155153,15,979913,S,147,PAGLINI SARA
900541,277611,14,900541,S,147,PAGLINI SARA
1051331,200689,13,1051331,S,147,PAGLINI SARA
732321,387352,12,732321,S,147,PAGLINI SARA
750269,417264,11,750269,S,147,PAGLINI SARA
692440,253908,10,692440,S,147,PAGLINI SARA
596849,349599,9,596849,S,147,PAGLINI SARA
566252,380096,8,566252,S,147,PAGLINI SARA
651270,295178,7,651270,S,147,PAGLINI SARA
580941,292607,6,580941,S,147,PAGLINI SARA
,,5,,S,147,PAGLINI SARA
,,4,,S,147,PAGLINI SARA
730516,345480,60,730516,S,145,NUGNES PAOLA
777816,179117,59,777816,S,145,NUGNES PAOLA
832600,422429,55,832600,S,145,NUGNES PAOLA
878052,375263,53,878052,S,145,NUGNES PAOLA
1035236,383579,52,1035236,S,145,NUGNES PAOLA
1340030,162662,58,1340030,S,145,NUGNES PAOLA
781395,320874,51,781395,S,145,NUGNES PAOLA
1126850,175141,54,1126850,S,145,NUGNES PAOLA
1207600,237206,57,1207600,S,145,NUGNES PAOLA
386006,471358,56,386006,S,145,NUGNES PAOLA
1018189,361351,50,1018189,S,145,NUGNES PAOLA
970292,376425,49,970292,S,145,NUGNES PAOLA
395911,329531,48,395911,S,145,NUGNES PAOLA
606351,353627,47,606351,S,145,NUGNES PAOLA
519610,451313,46,519610,S,145,NUGNES PAOLA
762820,268273,45,762820,S,145,NUGNES PAOLA
475000,534353,44,475000,S,145,NUGNES PAOLA
534616,299452,43,534616,S,145,NUGNES PAOLA
307066,405477,42,307066,S,145,NUGNES PAOLA
370006,492299,41,370006,S,145,NUGNES PAOLA
370900,476813,40,370900,S,145,NUGNES PAOLA
314266,412637,39,314266,S,145,NUGNES PAOLA
271646,513330,38,271646,S,145,NUGNES PAOLA
508116,266355,37,508116,S,145,NUGNES PAOLA
629230,480926,36,629230,S,145,NUGNES PAOLA
487516,512333,35,487516,S,145,NUGNES PAOLA
977944,236173,34,977944,S,145,NUGNES PAOLA
728508,307785,33,728508,S,145,NUGNES PAOLA
376894,165847,32,376894,S,145,NUGNES PAOLA
1318259,144726,31,1318259,S,145,NUGNES PAOLA
788866,256782,30,788866,S,145,NUGNES PAOLA
1102475,196286,29,1102475,S,145,NUGNES PAOLA
898491,457822,28,898491,S,145,NUGNES PAOLA
811813,509423,27,811813,S,145,NUGNES PAOLA
490350,537871,26,490350,S,145,NUGNES PAOLA
572635,542143,25,572635,S,145,NUGNES PAOLA
612724,488231,24,612724,S,145,NUGNES PAOLA
580049,498836,23,580049,S,145,NUGNES PAOLA
717561,434253,22,717561,S,145,NUGNES PAOLA
571170,402570,21,571170,S,145,NUGNES PAOLA
621269,370354,20,621269,S,145,NUGNES PAOLA
695264,323410,19,695264,S,145,NUGNES PAOLA
600039,423579,18,600039,S,145,NUGNES PAOLA
559020,503858,17,559020,S,145,NUGNES PAOLA
495200,509512,16,495200,S,145,NUGNES PAOLA
692539,308309,15,692539,S,145,NUGNES PAOLA
462388,681643,14,462388,S,145,NUGNES PAOLA
503700,558851,13,503700,S,145,NUGNES PAOLA
483698,527577,12,483698,S,145,NUGNES PAOLA
526794,501530,11,526794,S,145,NUGNES PAOLA
498545,552931,10,498545,S,145,NUGNES PAOLA
567726,607908,9,567726,S,145,NUGNES PAOLA
498398,685826,8,498398,S,145,NUGNES PAOLA
697263,565961,7,697263,S,145,NUGNES PAOLA
666999,638614,6,666999,S,145,NUGNES PAOLA
,,5,,S,145,NUGNES PAOLA
,,4,,S,145,NUGNES PAOLA
719607,197888,60,714731,D,75,NESCI Dalila
790248,170343,57,780170,D,75,NESCI Dalila
917194,170343,58,911837,D,75,NESCI Dalila
803718,170343,56,803718,D,75,NESCI Dalila
684095,170343,55,675150,D,75,NESCI Dalila
881361,170324,59,876412,D,75,NESCI Dalila
705340,170343,54,699605,D,75,NESCI Dalila
558713,170343,53,557036,D,75,NESCI Dalila
665243,170343,52,657534,D,75,NESCI Dalila
681831,170343,51,678362,D,75,NESCI Dalila
820701,197889,50,815548,D,75,NESCI Dalila
1055655,333586,49,1052771,D,75,NESCI Dalila
840773,243899,48,839675,D,75,NESCI Dalila
963449,191152,47,961999,D,75,NESCI Dalila
558224,233010,46,556824,D,75,NESCI Dalila
626663,168524,45,623045,D,75,NESCI Dalila
490344,168524,44,490344,D,75,NESCI Dalila
753701,168524,43,752084,D,75,NESCI Dalila
689062,168524,42,687742,D,75,NESCI Dalila
740307,212238,41,739827,D,75,NESCI Dalila
763753,921255,40,761703,D,75,NESCI Dalila
700540,335515,39,698990,D,75,NESCI Dalila
620348,410425,38,619778,D,75,NESCI Dalila
675423,423031,37,674263,D,75,NESCI Dalila
648707,185238,36,648067,D,75,NESCI Dalila
622622,170879,35,621092,D,75,NESCI Dalila
609239,170890,34,609039,D,75,NESCI Dalila
615572,170890,33,612812,D,75,NESCI Dalila
502970,170890,32,502970,D,75,NESCI Dalila
663154,170890,31,662054,D,75,NESCI Dalila
671251,170890,30,669774,D,75,NESCI Dalila
693781,170890,29,692296,D,75,NESCI Dalila
722553,170890,28,721364,D,75,NESCI Dalila
706781,170890,27,704862,D,75,NESCI Dalila
734219,201965,26,732619,D,75,NESCI Dalila
738948,486340,25,738042,D,75,NESCI Dalila
821249,175475,24,819539,D,75,NESCI Dalila
847913,148782,23,843966,D,75,NESCI Dalila
667417,33091,22,665884,D,75,NESCI Dalila
766445,180704,21,762549,D,75,NESCI Dalila
661869,171704,20,661869,D,75,NESCI Dalila
715302,171704,19,708932,D,75,NESCI Dalila
720572,171704,18,716652,D,75,NESCI Dalila
986096,171704,17,979426,D,75,NESCI Dalila
862810,208044,16,855920,D,75,NESCI Dalila
851184,171704,15,847474,D,75,NESCI Dalila
815264,395012,14,807404,D,75,NESCI Dalila
845923,774958,13,839823,D,75,NESCI Dalila
722604,280111,12,722604,D,75,NESCI Dalila
509747,341868,11,509747,D,75,NESCI Dalila
473100,458599,10,473100,D,75,NESCI Dalila
567875,404283,9,567875,D,75,NESCI Dalila
632880,313609,8,632880,D,75,NESCI Dalila
983127,242452,7,983127,D,75,NESCI Dalila
638808,368755,6,638808,D,75,NESCI Dalila
534809,406687,5,534809,D,75,NESCI Dalila
704341,508178,4,704341,D,75,NESCI Dalila
,,60,,S,143,MORRA NICOLA
,,59,,S,143,MORRA NICOLA
827555,256718,58,827555,S,143,MORRA NICOLA
932221,196971,57,932221,S,143,MORRA NICOLA
688481,458211,56,688481,S,143,MORRA NICOLA
825091,175620,55,825091,S,143,MORRA NICOLA
580981,159293,54,580981,S,143,MORRA NICOLA
905975,159293,53,905975,S,143,MORRA NICOLA
754009,159193,52,754009,S,143,MORRA NICOLA
1380229,159293,51,1380229,S,143,MORRA NICOLA
621725,452025,50,621725,S,143,MORRA NICOLA
717736,400134,49,717736,S,143,MORRA NICOLA
679883,291294,48,679883,S,143,MORRA NICOLA
741775,315081,47,741775,S,143,MORRA NICOLA
908720,276900,46,908720,S,143,MORRA NICOLA
965464,232288,45,965464,S,143,MORRA NICOLA
341619,171030,44,341619,S,143,MORRA NICOLA
1230227,170930,43,1230227,S,143,MORRA NICOLA
920557,171030,42,920557,S,143,MORRA NICOLA
795700,177975,41,795700,S,143,MORRA NICOLA
675229,341081,40,675229,S,143,MORRA NICOLA
837011,180952,39,837011,S,143,MORRA NICOLA
899460,196568,38,899460,S,143,MORRA NICOLA
812230,180730,37,812230,S,143,MORRA NICOLA
775674,168230,36,775674,S,143,MORRA NICOLA
797491,153460,35,797491,S,143,MORRA NICOLA
880363,153372,34,880363,S,143,MORRA NICOLA
1259089,153472,33,1259089,S,143,MORRA NICOLA
763102,256223,32,763102,S,143,MORRA NICOLA
791081,153472,31,791081,S,143,MORRA NICOLA
866639,153472,30,866639,S,143,MORRA NICOLA
1049149,153372,29,1049149,S,143,MORRA NICOLA
861688,153472,28,861688,S,143,MORRA NICOLA
773017,153472,27,773017,S,143,MORRA NICOLA
872640,182630,26,872640,S,143,MORRA NICOLA
1093314,182630,25,1093314,S,143,MORRA NICOLA
1109099,184330,24,1109099,S,143,MORRA NICOLA
810699,301053,23,810699,S,143,MORRA NICOLA
928734,153803,22,928734,S,143,MORRA NICOLA
1058081,153703,21,1058081,S,143,MORRA NICOLA
686903,380422,20,686903,S,143,MORRA NICOLA
711788,273160,19,711788,S,143,MORRA NICOLA
783202,223520,18,783202,S,143,MORRA NICOLA
818605,233852,17,818605,S,143,MORRA NICOLA
839767,212756,16,839767,S,143,MORRA NICOLA
840855,234396,15,840855,S,143,MORRA NICOLA
813540,339274,14,813540,S,143,MORRA NICOLA
642096,346483,13,642096,S,143,MORRA NICOLA
859234,199992,12,859234,S,143,MORRA NICOLA
722137,363582,11,722137,S,143,MORRA NICOLA
732343,371307,10,732343,S,143,MORRA NICOLA
745258,352883,9,745258,S,143,MORRA NICOLA
676869,421299,8,676869,S,143,MORRA NICOLA
820285,282052,7,820285,S,143,MORRA NICOLA
739468,358685,6,739468,S,143,MORRA NICOLA
,,5,,S,143,MORRA NICOLA
,,4,,S,143,MORRA NICOLA
683522,412820,60,683522,S,142,MORONESE VILMA
673911,372704,59,673911,S,142,MORONESE VILMA
622879,444532,53,622879,S,142,MORONESE VILMA
787288,320398,58,787288,S,142,MORONESE VILMA
663214,396768,55,663214,S,142,MORONESE VILMA
617948,478087,52,617948,S,142,MORONESE VILMA
662086,453241,57,662086,S,142,MORONESE VILMA
628893,470473,56,628893,S,142,MORONESE VILMA
689518,436785,54,689518,S,142,MORONESE VILMA
677184,451166,51,677184,S,142,MORONESE VILMA
595364,484942,50,595364,S,142,MORONESE VILMA
590346,519621,49,590346,S,142,MORONESE VILMA
736216,471094,48,736216,S,142,MORONESE VILMA
717408,455183,47,717408,S,142,MORONESE VILMA
636770,496946,46,636770,S,142,MORONESE VILMA
718242,503913,45,718242,S,142,MORONESE VILMA
635986,501149,44,635986,S,142,MORONESE VILMA
645416,466738,43,645416,S,142,MORONESE VILMA
717765,395914,42,717765,S,142,MORONESE VILMA
677224,452096,41,677224,S,142,MORONESE VILMA
771129,360442,40,771129,S,142,MORONESE VILMA
795913,402531,39,795913,S,142,MORONESE VILMA
727195,433864,38,727195,S,142,MORONESE VILMA
700294,483957,37,700294,S,142,MORONESE VILMA
808201,419691,36,808201,S,142,MORONESE VILMA
727452,398269,35,727452,S,142,MORONESE VILMA
850547,317915,34,850547,S,142,MORONESE VILMA
753996,452724,33,753996,S,142,MORONESE VILMA
621230,505692,32,621230,S,142,MORONESE VILMA
667541,462415,31,667541,S,142,MORONESE VILMA
875670,472977,30,875670,S,142,MORONESE VILMA
728508,401633,29,728508,S,142,MORONESE VILMA
739398,389730,28,739398,S,142,MORONESE VILMA
780997,423587,27,780997,S,142,MORONESE VILMA
714870,438804,26,714870,S,142,MORONESE VILMA
705404,420470,25,705404,S,142,MORONESE VILMA
609073,367225,24,609073,S,142,MORONESE VILMA
632882,457814,23,632882,S,142,MORONESE VILMA
674266,389883,22,674266,S,142,MORONESE VILMA
704637,390965,21,704637,S,142,MORONESE VILMA
574755,483993,20,574755,S,142,MORONESE VILMA
632396,406233,19,632396,S,142,MORONESE VILMA
616630,418329,18,616630,S,142,MORONESE VILMA
658534,386066,17,658534,S,142,MORONESE VILMA
640242,391861,16,640242,S,142,MORONESE VILMA
660976,421732,15,660976,S,142,MORONESE VILMA
607498,531656,14,607498,S,142,MORONESE VILMA
634923,444515,13,634923,S,142,MORONESE VILMA
583543,483389,12,583543,S,142,MORONESE VILMA
706484,455356,11,706484,S,142,MORONESE VILMA
661070,438305,10,661070,S,142,MORONESE VILMA
656621,435417,9,656621,S,142,MORONESE VILMA
547051,531589,8,547051,S,142,MORONESE VILMA
791713,371833,7,791713,S,142,MORONESE VILMA
746202,485166,6,746202,S,142,MORONESE VILMA
,,5,,S,142,MORONESE VILMA
,,4,,S,142,MORONESE VILMA
1140012,213769,60,1140012,S,141,MONTEVECCHI MICHELA
975038,344272,59,975038,S,141,MONTEVECCHI MICHELA
1161917,338773,57,1161917,S,141,MONTEVECCHI MICHELA
1086233,307506,58,1086233,S,141,MONTEVECCHI MICHELA
595700,378654,56,595700,S,141,MONTEVECCHI MICHELA
883299,321349,55,883299,S,141,MONTEVECCHI MICHELA
1093408,285640,54,1093408,S,141,MONTEVECCHI MICHELA
1042218,317695,53,1042218,S,141,MONTEVECCHI MICHELA
803665,320898,52,801215,S,141,MONTEVECCHI MICHELA
849586,250944,51,846546,S,141,MONTEVECCHI MICHELA
938711,343637,50,938711,S,141,MONTEVECCHI MICHELA
969748,335833,49,969748,S,141,MONTEVECCHI MICHELA
1347475,233397,48,1347475,S,141,MONTEVECCHI MICHELA
921038,285722,47,921038,S,141,MONTEVECCHI MICHELA
899890,304472,46,899890,S,141,MONTEVECCHI MICHELA
904724,273388,45,904724,S,141,MONTEVECCHI MICHELA
639184,317930,44,639184,S,141,MONTEVECCHI MICHELA
767900,329699,43,767900,S,141,MONTEVECCHI MICHELA
897654,305020,42,897654,S,141,MONTEVECCHI MICHELA
814287,311322,41,814287,S,141,MONTEVECCHI MICHELA
1122905,290410,40,1122905,S,141,MONTEVECCHI MICHELA
723189,300542,39,723189,S,141,MONTEVECCHI MICHELA
758274,302286,38,758274,S,141,MONTEVECCHI MICHELA
1071113,282700,37,732650,S,141,MONTEVECCHI MICHELA
571851,298365,36,571851,S,141,MONTEVECCHI MICHELA
795402,201068,35,678325,S,141,MONTEVECCHI MICHELA
636988,201199,34,636988,S,141,MONTEVECCHI MICHELA
646388,240312,33,646388,S,141,MONTEVECCHI MICHELA
470576,441362,32,470576,S,141,MONTEVECCHI MICHELA
698560,265012,31,698560,S,141,MONTEVECCHI MICHELA
651664,291640,30,651664,S,141,MONTEVECCHI MICHELA
695880,210861,29,695880,S,141,MONTEVECCHI MICHELA
670144,216604,28,670144,S,141,MONTEVECCHI MICHELA
841082,271079,27,841082,S,141,MONTEVECCHI MICHELA
668311,247159,26,668311,S,141,MONTEVECCHI MICHELA
752695,312897,25,752695,S,141,MONTEVECCHI MICHELA
824211,302398,24,729211,S,141,MONTEVECCHI MICHELA
735441,262553,23,735441,S,141,MONTEVECCHI MICHELA
772802,245720,22,772802,S,141,MONTEVECCHI MICHELA
587423,348540,21,587423,S,141,MONTEVECCHI MICHELA
653975,333913,20,653975,S,141,MONTEVECCHI MICHELA
728387,245621,19,728387,S,141,MONTEVECCHI MICHELA
867510,386403,18,667510,S,141,MONTEVECCHI MICHELA
739459,335269,17,739459,S,141,MONTEVECCHI MICHELA
701615,338921,16,701615,S,141,MONTEVECCHI MICHELA
765372,328646,15,765372,S,141,MONTEVECCHI MICHELA
699260,487203,14,699260,S,141,MONTEVECCHI MICHELA
672069,454537,13,672069,S,141,MONTEVECCHI MICHELA
908271,222877,12,908271,S,141,MONTEVECCHI MICHELA
796040,204105,11,796040,S,141,MONTEVECCHI MICHELA
763649,287863,10,763649,S,141,MONTEVECCHI MICHELA
592225,499832,9,592225,S,141,MONTEVECCHI MICHELA
306566,667482,8,306566,S,141,MONTEVECCHI MICHELA
586599,525798,7,586599,S,141,MONTEVECCHI MICHELA
492430,607570,6,492430,S,141,MONTEVECCHI MICHELA
,,5,,S,141,MONTEVECCHI MICHELA
,,4,,S,141,MONTEVECCHI MICHELA
,,60,,D,73,MICILLO Salvatore
,,59,,D,73,MICILLO Salvatore
,,58,,D,73,MICILLO Salvatore
,,57,,D,73,MICILLO Salvatore
815700,292689,56,815700,D,73,MICILLO Salvatore
685495,216192,55,676900,D,73,MICILLO Salvatore
927448,171708,53,924100,D,73,MICILLO Salvatore
675354,221187,48,674270,D,73,MICILLO Salvatore
826643,210545,50,822000,D,73,MICILLO Salvatore
733676,171708,54,725100,D,73,MICILLO Salvatore
1039363,210206,49,1037499,D,73,MICILLO Salvatore
791175,288886,52,788200,D,73,MICILLO Salvatore
690582,201237,51,687900,D,73,MICILLO Salvatore
760487,288000,47,758164,D,73,MICILLO Salvatore
751162,373577,46,749990,D,73,MICILLO Salvatore
749643,267600,45,742124,D,73,MICILLO Salvatore
699215,266519,44,699215,D,73,MICILLO Salvatore
814126,390587,43,807342,D,73,MICILLO Salvatore
709931,233092,42,706262,D,73,MICILLO Salvatore
617198,314157,41,613836,D,73,MICILLO Salvatore
673238,1144504,40,665323,D,73,MICILLO Salvatore
529933,301986,39,521300,D,73,MICILLO Salvatore
544146,365910,38,538856,D,73,MICILLO Salvatore
612349,609361,37,604411,D,73,MICILLO Salvatore
543552,320113,36,534951,D,73,MICILLO Salvatore
530412,297041,35,523884,D,73,MICILLO Salvatore
650815,406615,34,643904,D,73,MICILLO Salvatore
520129,321259,33,511056,D,73,MICILLO Salvatore
445056,358348,32,445056,D,73,MICILLO Salvatore
717366,337882,31,710656,D,73,MICILLO Salvatore
917089,173321,30,913292,D,73,MICILLO Salvatore
676873,171021,29,670848,D,73,MICILLO Salvatore
635429,1409016,28,628716,D,73,MICILLO Salvatore
923779,171021,27,919155,D,73,MICILLO Salvatore
733030,288416,26,723762,D,73,MICILLO Salvatore
677041,287866,25,672686,D,73,MICILLO Salvatore
695767,197889,24,690041,D,73,MICILLO Salvatore
595532,239699,23,588942,D,73,MICILLO Salvatore
693624,500121,22,685518,D,73,MICILLO Salvatore
627418,347353,21,618476,D,73,MICILLO Salvatore
460648,348905,20,460648,D,73,MICILLO Salvatore
510261,305080,19,503421,D,73,MICILLO Salvatore
650605,198156,18,646105,D,73,MICILLO Salvatore
